Accident_ID,Date,Hour,Time_of_Day,Weather,Road_Condition,Severity,Vehicle_Type,Speed_Limit,Latitude,Longitude,Casualties
A00287,2023-03-24,10,Morning,Storm,Wet,Moderate,Truck,30,41.851302,-87.589397,1
A00288,2023-05-10,8,Morning,Fog,Dry,Minor,Bike,60,41.78384,-87.644613,1
A00289,2024-09-03,16,Afternoon,Clear,Wet,Minor,Bus,80,34.099715,-118.158169,1
A00290,2024-09-11,13,Afternoon,Clear,Dry,Moderate,Car,100,40.716956,-74.029355,3
A00291,2024-10-28,17,Evening,Snow,Wet,Minor,Truck,60,41.92686,-87.604745,2
A00292,2024-04-07,7,Morning,Clear,Dry,Minor,Bike,60,34.07776,-118.175017,2
A00293,2024-02-13,13,Afternoon,Rain,Wet,Moderate,Car,50,41.881872,-87.709898,0
A00294,2024-03-13,10,Morning,Clear,Dry,Moderate,Bike,50,41.88426,-87.602226,2
A00295,2023-06-06,21,Night,Clear,Dry,Minor,Car,30,34.021612,-118.245552,0
A00296,2023-03-29,2,Night,Clear,Under Construction,Minor,Car,100,33.981884,-118.247855,1
A00297,2024-01-17,4,Night,Clear,Dry,Minor,Car,80,41.932324,-87.658677,1
A00298,2024-07-29,17,Evening,Clear,Under Construction,Minor,Car,60,34.06286,-118.281298,0
A00299,2023-12-29,21,Night,Clear,Dry,Severe,Car,50,34.14726,-118.246733,1
A00300,2024-09-06,9,Morning,Clear,Dry,Minor,Car,80,34.093767,-118.252774,2
A00301,2024-06-03,6,Morning,Snow,Under Construction,Severe,Bus,40,40.720043,-74.036739,1
A00302,2023-04-21,11,Morning,Clear,Dry,Minor,Bike,30,41.867543,-87.679159,1
A00303,2023-10-13,18,Evening,Clear,Dry,Severe,Bus,80,40.77412,-73.948145,1
A00304,2024-09-28,19,Evening,Clear,Wet,Severe,Car,80,41.925757,-87.615444,1
A00305,2024-11-04,22,Night,Storm,Dry,Severe,Car,40,33.967345,-118.275978,1
A00306,2023-10-07,22,Night,Clear,Dry,Moderate,Bike,50,34.115485,-118.287009,3
A00307,2023-01-07,5,Morning,Rain,Dry,Minor,Bus,30,40.699512,-73.934329,4
A00308,2023-05-26,23,Night,Clear,Wet,Minor,Car,30,41.957382,-87.590822,1
A00309,2024-06-27,6,Morning,Clear,Dry,Minor,Bus,60,34.036798,-118.204717,0
A00310,2023-12-16,5,Morning,Clear,Wet,Moderate,Bike,100,34.024092,-118.254161,1
A00311,2023-11-29,18,Evening,Rain,Wet,Minor,Car,30,41.972669,-87.652905,0
A00312,2023-06-09,5,Morning,Rain,Dry,Moderate,Car,100,41.872994,-87.609337,0
A00313,2023-03-25,8,Morning,Clear,Dry,Minor,Bus,60,33.962011,-118.261449,1
A00314,2024-09-13,14,Afternoon,Storm,Dry,Fatal,Bike,40,34.110856,-118.225218,1
A00315,2024-06-08,3,Night,Storm,Dry,Moderate,Bus,30,34.078648,-118.345648,0
A00316,2023-10-18,21,Night,Rain,Dry,Moderate,Bus,80,41.867142,-87.568414,1
A00317,2024-11-14,9,Morning,Clear,Dry,Minor,Truck,60,40.613835,-73.968604,1
A00318,2024-09-05,1,Night,Clear,Wet,Moderate,Truck,50,40.727393,-73.961027,2
A00319,2023-08-05,4,Night,Clear,Dry,Moderate,Bike,50,33.975974,-118.231654,4
A00320,2023-05-03,0,Night,Clear,Wet,Minor,Bus,40,34.018926,-118.200042,2
A00321,2023-05-13,12,Afternoon,Rain,Under Construction,Moderate,Truck,80,41.890864,-87.577505,1
A00322,2024-07-26,21,Night,Clear,Wet,Minor,Car,60,33.945416,-118.086813,3
A00323,2023-02-13,13,Afternoon,Snow,Wet,Severe,Bus,30,40.77109,-74.016223,1
A00324,2023-11-17,18,Evening,Snow,Dry,Severe,Bus,100,34.084995,-118.233963,0
A00325,2024-10-17,13,Afternoon,Rain,Wet,Moderate,Car,60,34.013556,-118.223347,0
A00326,2023-01-22,10,Morning,Clear,Icy,Moderate,Bus,100,40.760456,-73.980346,0
A00327,2024-01-06,2,Night,Clear,Wet,Severe,Car,40,34.020126,-118.222104,3
A00328,2024-03-22,18,Evening,Snow,Wet,Minor,Car,60,34.011188,-118.244901,1
A00329,2023-11-14,23,Night,Clear,Dry,Minor,Truck,50,33.957519,-118.233035,0
A00330,2023-06-22,2,Night,Rain,Wet,Moderate,Car,80,41.797722,-87.667936,0
A00331,2024-06-06,6,Morning,Clear,Icy,Fatal,Bike,100,34.093674,-118.253391,1
A00332,2024-10-22,4,Night,Clear,Wet,Fatal,Car,40,40.630154,-73.945844,1
A00333,2023-09-20,6,Morning,Snow,Dry,Moderate,Truck,100,40.802826,-73.944053,0
A00334,2023-03-19,5,Morning,Rain,Dry,Moderate,Bus,60,41.901918,-87.604526,1
A00335,2024-07-31,18,Evening,Clear,Wet,Minor,Bike,100,33.960533,-118.245104,0
A00336,2023-11-20,4,Night,Rain,Dry,Moderate,Car,60,34.02089,-118.242931,0
A00337,2024-03-28,20,Evening,Fog,Dry,Severe,Bike,80,34.009278,-118.187421,0
A00338,2023-02-27,11,Morning,Clear,Dry,Severe,Car,50,41.929471,-87.662986,3
A00339,2024-04-17,14,Afternoon,Storm,Dry,Severe,Car,50,40.590859,-74.012714,2
A00340,2023-10-21,2,Night,Clear,Wet,Moderate,Car,80,41.882533,-87.619934,0
A00341,2024-08-31,16,Afternoon,Clear,Wet,Moderate,Bus,80,34.045228,-118.266209,2
A00342,2024-07-21,23,Night,Rain,Dry,Minor,Bus,80,40.687393,-74.013389,2
A00343,2024-10-29,6,Morning,Snow,Dry,Severe,Bus,80,34.104156,-118.247488,0
A00344,2023-06-04,1,Night,Rain,Wet,Minor,Car,50,34.07102,-118.288803,1
A00345,2023-03-28,16,Afternoon,Rain,Dry,Moderate,Truck,30,41.887715,-87.637211,0
A00346,2023-09-11,22,Night,Clear,Dry,Minor,Bus,80,33.965008,-118.237749,1
A00347,2024-06-19,19,Evening,Clear,Dry,Minor,Bike,50,40.70137,-74.055717,1
A00348,2023-10-17,12,Afternoon,Rain,Wet,Minor,Bike,100,34.079103,-118.245784,2
A00349,2024-09-04,1,Night,Fog,Wet,Moderate,Bike,30,41.866215,-87.620188,0
A00350,2023-12-04,3,Night,Clear,Dry,Moderate,Bus,50,41.770022,-87.617021,1
A00351,2023-09-16,23,Night,Clear,Wet,Fatal,Truck,50,41.886767,-87.617602,2
A00352,2023-03-25,18,Evening,Clear,Dry,Minor,Truck,50,41.872937,-87.711959,2
A00353,2023-11-14,20,Evening,Storm,Under Construction,Severe,Bus,40,41.879144,-87.618265,1
A00354,2024-09-01,22,Night,Clear,Dry,Minor,Bike,80,40.729741,-74.055709,2
A00355,2024-01-21,20,Evening,Snow,Wet,Moderate,Truck,100,33.993699,-118.201272,2
A00356,2024-12-20,23,Night,Rain,Icy,Severe,Car,100,41.823646,-87.637591,2
A00357,2024-11-17,13,Afternoon,Rain,Wet,Minor,Bike,30,41.920176,-87.660682,1
A00358,2024-01-07,9,Morning,Clear,Dry,Minor,Truck,50,40.641602,-74.019333,0
A00359,2024-05-12,6,Morning,Snow,Under Construction,Severe,Truck,40,40.691338,-73.976572,1
A00360,2023-03-21,9,Morning,Storm,Under Construction,Severe,Car,100,40.715198,-73.989408,0
A00361,2023-12-11,19,Evening,Clear,Wet,Minor,Bus,40,40.720937,-74.003931,0
A00362,2023-06-16,5,Morning,Fog,Under Construction,Severe,Truck,100,41.879434,-87.601195,2
A00363,2024-03-24,1,Night,Rain,Wet,Minor,Bike,100,34.121824,-118.184936,0
A00364,2023-09-01,14,Afternoon,Rain,Wet,Moderate,Bike,100,41.909024,-87.640174,0
A00365,2024-04-04,7,Morning,Rain,Dry,Minor,Truck,50,41.901579,-87.594095,0
A00366,2024-04-25,6,Morning,Clear,Dry,Moderate,Bus,60,34.012391,-118.22675,0
A00367,2023-10-16,12,Afternoon,Clear,Under Construction,Fatal,Bus,40,41.810894,-87.709963,4
A00368,2023-07-24,19,Evening,Fog,Dry,Moderate,Bike,30,40.781735,-74.068242,0
A00369,2024-10-18,15,Afternoon,Clear,Under Construction,Minor,Car,100,33.975886,-118.242071,0
A00370,2024-06-12,3,Night,Clear,Dry,Severe,Car,40,33.975188,-118.144531,1
A00371,2023-10-07,14,Afternoon,Fog,Dry,Minor,Truck,60,41.868644,-87.583717,2
A00372,2023-04-04,7,Morning,Clear,Wet,Minor,Bike,30,34.096544,-118.264738,0
A00373,2024-02-29,1,Night,Clear,Dry,Severe,Bike,40,33.921989,-118.233753,2
A00374,2024-01-31,2,Night,Rain,Wet,Moderate,Truck,30,33.963271,-118.227717,1
A00375,2023-11-23,3,Night,Clear,Wet,Minor,Bike,40,41.912612,-87.757718,0
A00376,2023-05-21,1,Night,Storm,Dry,Moderate,Bus,100,34.000703,-118.281152,0
A00377,2023-05-23,22,Night,Fog,Under Construction,Minor,Bus,80,34.113069,-118.202672,2
A00378,2023-01-06,2,Night,Clear,Wet,Severe,Bike,40,40.689787,-74.062773,4
A00379,2023-06-03,17,Evening,Rain,Wet,Minor,Bus,30,41.968208,-87.610645,0
A00380,2023-10-23,7,Morning,Fog,Wet,Fatal,Car,30,33.972777,-118.204053,2
A00381,2023-09-02,13,Afternoon,Rain,Dry,Minor,Bus,30,41.932197,-87.580023,2
A00382,2023-04-24,15,Afternoon,Fog,Icy,Moderate,Car,100,41.851302,-87.602799,1
A00383,2024-06-11,18,Evening,Storm,Icy,Severe,Truck,50,40.735689,-73.922275,2
A00384,2024-03-15,0,Night,Clear,Wet,Moderate,Bike,40,41.863402,-87.63338,1
A00385,2024-08-07,13,Afternoon,Fog,Under Construction,Minor,Car,80,40.751507,-74.056072,3
A00386,2024-01-05,2,Night,Rain,Wet,Severe,Car,60,41.902701,-87.656102,1
A00387,2024-04-26,1,Night,Clear,Icy,Moderate,Bus,50,41.822243,-87.680405,3
A00388,2023-09-17,23,Night,Rain,Wet,Severe,Bike,30,40.694336,-73.998831,1
A00389,2023-12-20,7,Morning,Clear,Dry,Moderate,Car,80,41.938987,-87.673222,1
A00390,2023-12-07,4,Night,Fog,Dry,Minor,Bike,80,40.656974,-73.944209,0
A00391,2023-12-13,20,Evening,Clear,Under Construction,Moderate,Bus,100,40.76867,-73.933575,0
A00392,2024-05-05,20,Evening,Clear,Wet,Minor,Truck,30,40.664612,-74.053858,2
A00393,2024-04-13,1,Night,Rain,Dry,Fatal,Truck,30,34.04068,-118.289912,2
A00394,2023-07-24,1,Night,Clear,Dry,Minor,Bike,80,34.048028,-118.316182,0
A00395,2024-02-12,17,Evening,Clear,Wet,Fatal,Bike,30,34.016113,-118.234859,0
A00396,2024-10-24,6,Morning,Storm,Dry,Minor,Bike,30,34.135873,-118.176677,1
A00397,2024-11-02,10,Morning,Clear,Under Construction,Minor,Car,50,34.111696,-118.193016,1
A00398,2024-03-23,12,Afternoon,Clear,Wet,Severe,Bus,60,41.905674,-87.612771,0
A00399,2023-12-14,5,Morning,Rain,Wet,Moderate,Bus,50,34.04073,-118.245874,1
A00400,2024-06-15,8,Morning,Rain,Under Construction,Minor,Bus,30,40.693531,-73.984977,2
A00401,2024-03-16,19,Evening,Clear,Dry,Minor,Bike,50,40.728627,-73.996517,1
A00402,2023-04-16,2,Night,Clear,Wet,Minor,Bike,50,34.139679,-118.174627,1
A00403,2024-04-01,19,Evening,Fog,Dry,Minor,Bus,40,41.896059,-87.601403,0
A00404,2024-12-07,14,Afternoon,Clear,Dry,Minor,Bus,30,34.137451,-118.25874,2
A00405,2023-12-28,19,Evening,Storm,Icy,Severe,Bike,100,33.982179,-118.233361,3
A00406,2023-02-28,2,Night,Clear,Dry,Severe,Bus,50,41.931749,-87.511606,0
A00407,2024-06-09,23,Night,Clear,Icy,Severe,Truck,30,41.866557,-87.557137,1
A00408,2023-05-27,19,Evening,Fog,Dry,Minor,Bus,30,41.905016,-87.620588,0
A00409,2023-05-10,2,Night,Snow,Dry,Moderate,Bike,50,40.678281,-74.005795,2
A00410,2024-01-28,18,Evening,Fog,Dry,Moderate,Truck,100,40.677838,-74.030618,0
A00411,2024-04-05,11,Morning,Clear,Dry,Moderate,Bus,30,34.058986,-118.235454,1
A00412,2024-08-10,4,Night,Clear,Dry,Minor,Bike,60,42.025555,-87.567566,1
A00413,2023-11-18,20,Evening,Snow,Wet,Moderate,Truck,30,33.994923,-118.311869,3
A00414,2023-01-27,23,Night,Clear,Wet,Moderate,Bus,80,40.731174,-74.021676,4
A00415,2024-02-01,17,Evening,Rain,Dry,Moderate,Bike,50,40.740576,-74.051934,0
A00416,2024-12-21,14,Afternoon,Clear,Dry,Minor,Bike,100,40.761591,-73.960077,1
A00417,2024-05-17,6,Morning,Clear,Dry,Minor,Truck,30,40.698749,-73.984752,1
A00418,2024-04-07,5,Morning,Clear,Dry,Moderate,Bus,30,41.809219,-87.658039,0
A00419,2024-11-29,10,Morning,Storm,Wet,Severe,Bike,100,41.798801,-87.723796,2
A00420,2023-03-08,17,Evening,Clear,Dry,Minor,Bike,50,41.894491,-87.583586,1
A00421,2023-06-11,22,Night,Rain,Dry,Minor,Truck,50,41.899774,-87.670103,0
A00422,2024-06-04,7,Morning,Clear,Icy,Moderate,Truck,40,40.578561,-73.993021,0
A00423,2023-08-31,15,Afternoon,Fog,Dry,Moderate,Bike,80,40.814231,-73.958076,1
A00424,2024-08-09,11,Morning,Clear,Wet,Moderate,Truck,80,34.070805,-118.224242,2
A00425,2023-03-30,2,Night,Fog,Dry,Minor,Bus,100,34.012198,-118.246876,2
A00426,2024-05-05,16,Afternoon,Clear,Dry,Severe,Bus,80,34.094622,-118.356044,1
A00427,2023-03-17,4,Night,Rain,Dry,Minor,Car,60,34.037461,-118.176391,2
A00428,2024-04-22,21,Night,Clear,Dry,Minor,Bike,40,41.868761,-87.66068,2
A00429,2024-07-18,20,Evening,Fog,Dry,Minor,Truck,40,41.867652,-87.524293,0
A00430,2024-03-19,16,Afternoon,Snow,Wet,Severe,Car,80,40.78263,-73.985268,3
A00431,2023-06-06,9,Morning,Rain,Wet,Moderate,Truck,50,40.690648,-74.029975,4
A00432,2024-12-27,7,Morning,Rain,Icy,Severe,Bike,30,34.000574,-118.223804,2
A00433,2023-09-14,6,Morning,Clear,Dry,Minor,Bike,40,41.859575,-87.700078,2
A00434,2024-10-02,9,Morning,Clear,Wet,Minor,Car,80,41.90364,-87.578271,1
A00435,2024-10-18,5,Morning,Rain,Dry,Severe,Truck,40,41.807,-87.574547,0
A00436,2024-11-05,19,Evening,Clear,Wet,Minor,Bike,80,41.801804,-87.598906,4
A00437,2023-02-12,0,Night,Clear,Wet,Minor,Car,100,40.689796,-74.009319,0
A00438,2024-08-13,8,Morning,Clear,Icy,Moderate,Truck,80,41.851198,-87.626454,1
A00439,2024-03-02,19,Evening,Snow,Icy,Moderate,Car,60,41.894853,-87.613992,0
A00440,2024-10-04,17,Evening,Rain,Dry,Minor,Bike,60,34.090039,-118.213077,2
A00441,2023-09-08,21,Night,Clear,Dry,Minor,Bike,60,34.050235,-118.250425,2
A00442,2023-03-16,22,Night,Rain,Dry,Minor,Truck,60,40.743903,-73.939553,1
A00443,2024-03-01,15,Afternoon,Snow,Wet,Severe,Truck,50,34.100538,-118.227171,3
A00444,2024-09-13,4,Night,Clear,Wet,Minor,Bike,100,34.077193,-118.313665,2
A00445,2023-12-20,12,Afternoon,Rain,Dry,Fatal,Bike,80,40.744075,-73.961738,1
A00446,2024-07-29,3,Night,Rain,Wet,Moderate,Truck,60,34.080115,-118.251719,0
A00447,2023-05-06,8,Morning,Rain,Wet,Moderate,Truck,40,33.986616,-118.200318,0
A00448,2023-04-10,1,Night,Rain,Wet,Minor,Bus,80,34.032315,-118.152703,2
A00449,2024-03-04,7,Morning,Clear,Wet,Moderate,Bike,80,40.755126,-73.981012,3
A00450,2023-11-17,6,Morning,Clear,Dry,Moderate,Bus,80,40.732116,-74.016224,2
A00451,2024-04-23,15,Afternoon,Clear,Dry,Minor,Bus,30,34.061951,-118.281614,3
A00452,2023-04-03,12,Afternoon,Snow,Icy,Moderate,Bus,40,41.833322,-87.58,2
A00453,2023-08-09,18,Evening,Snow,Wet,Fatal,Car,30,34.111825,-118.249706,0
A00454,2023-10-16,15,Afternoon,Clear,Dry,Fatal,Bus,50,41.895253,-87.614377,1
A00455,2024-07-03,0,Night,Clear,Dry,Minor,Bus,40,40.703961,-74.083431,0
A00456,2023-09-28,23,Night,Clear,Dry,Minor,Bus,50,34.049112,-118.219728,0
A00457,2023-02-16,12,Afternoon,Fog,Dry,Minor,Truck,50,40.68844,-74.023596,0
A00458,2024-07-20,9,Morning,Clear,Wet,Minor,Bus,80,40.742551,-74.033871,0
A00459,2024-04-06,17,Evening,Clear,Icy,Moderate,Car,40,34.050628,-118.286121,1
A00460,2023-04-10,12,Afternoon,Snow,Dry,Severe,Bike,80,33.993916,-118.242798,1
A00461,2024-01-10,4,Night,Rain,Dry,Moderate,Bus,80,40.75857,-74.033477,0
A00462,2023-02-11,1,Night,Clear,Dry,Moderate,Truck,100,40.804428,-73.965292,2
A00463,2023-12-08,15,Afternoon,Rain,Icy,Fatal,Bus,40,41.864156,-87.587542,0
A00464,2024-09-12,16,Afternoon,Rain,Wet,Moderate,Bike,80,40.775145,-74.0091,2
A00465,2023-11-23,5,Morning,Clear,Dry,Moderate,Bike,80,34.040031,-118.258692,1
A00466,2023-12-11,16,Afternoon,Rain,Wet,Moderate,Bus,100,41.816437,-87.596764,1
A00467,2024-07-30,9,Morning,Rain,Dry,Moderate,Car,50,34.022757,-118.285563,0
A00468,2023-12-06,21,Night,Clear,Icy,Moderate,Bus,80,40.657557,-73.994973,1
A00469,2023-11-12,23,Night,Clear,Dry,Moderate,Car,80,41.898178,-87.606384,0
A00470,2024-04-30,8,Morning,Rain,Dry,Minor,Truck,100,41.860068,-87.602854,0
A00471,2023-02-22,18,Evening,Clear,Icy,Severe,Truck,80,34.119901,-118.209255,0
A00472,2024-10-06,23,Night,Rain,Dry,Minor,Bus,40,41.919556,-87.631167,0
A00473,2024-11-28,7,Morning,Clear,Dry,Minor,Car,40,40.709321,-73.961501,2
A00474,2023-01-20,14,Afternoon,Rain,Dry,Moderate,Bus,40,34.110783,-118.261967,0
A00475,2024-02-27,22,Night,Clear,Dry,Minor,Bus,80,40.833302,-73.994925,2
A00476,2024-09-18,15,Afternoon,Clear,Dry,Moderate,Car,100,41.938082,-87.640733,0
A00477,2023-05-22,16,Afternoon,Clear,Dry,Minor,Bike,100,40.725259,-74.050675,0
A00478,2024-05-04,16,Afternoon,Clear,Dry,Severe,Bike,40,34.123656,-118.274448,0
A00479,2024-04-15,17,Evening,Fog,Dry,Moderate,Bike,100,34.089343,-118.238007,1
A00480,2024-11-28,20,Evening,Clear,Icy,Severe,Bike,80,41.842158,-87.59255,1
A00481,2024-05-10,6,Morning,Storm,Wet,Fatal,Bike,80,40.747551,-74.079111,1
A00482,2023-11-02,7,Morning,Snow,Under Construction,Fatal,Bike,100,34.007738,-118.195935,0
A00483,2023-08-01,22,Night,Storm,Dry,Severe,Bus,50,41.921902,-87.556166,2
A00484,2024-05-06,11,Morning,Clear,Dry,Minor,Bike,50,41.927929,-87.653125,1
A00485,2023-05-05,18,Evening,Clear,Under Construction,Minor,Bus,60,41.82333,-87.61488,2
A00486,2023-12-20,4,Night,Clear,Dry,Moderate,Car,50,34.093437,-118.2029,4
A00487,2023-03-22,11,Morning,Clear,Dry,Moderate,Bike,100,33.966831,-118.321379,3
A00488,2024-05-05,6,Morning,Rain,Dry,Minor,Bike,80,40.686351,-74.058828,2
A00489,2024-12-13,8,Morning,Fog,Dry,Minor,Car,80,40.617187,-74.009432,1
A00490,2024-08-23,7,Morning,Clear,Dry,Moderate,Car,100,40.698934,-73.970242,4
A00491,2024-06-27,7,Morning,Rain,Icy,Moderate,Truck,30,41.901436,-87.604482,0
A00492,2023-04-13,13,Afternoon,Rain,Dry,Minor,Bus,30,34.059646,-118.277672,1
A00493,2024-11-28,4,Night,Rain,Dry,Minor,Truck,60,40.725688,-74.068088,0
A00494,2024-10-30,15,Afternoon,Storm,Icy,Fatal,Truck,50,33.95681,-118.286719,0
A00495,2023-11-25,9,Morning,Clear,Wet,Moderate,Car,30,41.905928,-87.696574,0
A00496,2024-10-29,18,Evening,Rain,Dry,Severe,Car,40,40.708118,-73.93971,1
A00497,2024-03-03,5,Morning,Snow,Dry,Moderate,Bus,60,40.709386,-74.048569,2
A00498,2023-07-10,23,Night,Clear,Icy,Severe,Car,30,34.01259,-118.355516,1
A00499,2023-11-02,18,Evening,Clear,Under Construction,Moderate,Car,50,41.85261,-87.628078,1
A00500,2023-10-19,14,Afternoon,Clear,Wet,Fatal,Bus,40,41.964273,-87.604846,0
A00501,2024-05-31,14,Afternoon,Clear,Dry,Moderate,Truck,30,34.061192,-118.219329,0
A00502,2023-12-05,5,Morning,Clear,Wet,Minor,Bus,100,41.898265,-87.608419,1
A00503,2023-09-21,22,Night,Clear,Dry,Minor,Car,100,40.799547,-74.048839,1
A00504,2023-12-12,9,Morning,Clear,Dry,Minor,Truck,40,41.818107,-87.644413,2
A00505,2024-09-17,20,Evening,Rain,Wet,Fatal,Bus,80,34.069877,-118.256497,4
A00506,2023-12-02,2,Night,Fog,Dry,Moderate,Car,40,34.133519,-118.268831,1
A00507,2023-05-24,15,Afternoon,Snow,Dry,Severe,Truck,30,33.953847,-118.299559,1
A00508,2023-09-25,12,Afternoon,Snow,Dry,Severe,Bus,50,40.746447,-74.09423,1
A00509,2023-12-04,9,Morning,Clear,Dry,Fatal,Car,50,41.873377,-87.60882,1
A00510,2024-10-31,11,Morning,Rain,Icy,Fatal,Truck,30,41.945433,-87.653517,0
A00511,2024-11-14,3,Night,Storm,Dry,Severe,Bike,40,34.116318,-118.189313,0
A00512,2024-02-20,21,Night,Storm,Dry,Severe,Bike,100,41.842349,-87.681229,1
A00513,2023-05-01,20,Evening,Clear,Dry,Minor,Bike,80,34.071649,-118.231126,0
A00514,2023-08-15,7,Morning,Clear,Dry,Minor,Bus,40,40.765235,-73.92323,0
A00515,2024-04-10,23,Night,Clear,Dry,Severe,Bike,60,41.90266,-87.647701,2
A00516,2024-12-19,17,Evening,Clear,Wet,Minor,Truck,40,34.055834,-118.264275,0
A00517,2024-11-27,19,Evening,Fog,Dry,Minor,Bus,80,40.62624,-73.931253,2
A00518,2024-12-21,11,Morning,Fog,Dry,Severe,Car,30,40.755139,-74.112361,0
A00519,2024-07-14,16,Afternoon,Clear,Icy,Severe,Truck,40,40.677419,-74.041609,2
A00520,2023-12-02,16,Afternoon,Rain,Dry,Severe,Car,100,33.906851,-118.262441,1
A00521,2023-07-30,22,Night,Rain,Dry,Moderate,Bus,30,41.908522,-87.594084,0
A00522,2024-06-06,14,Afternoon,Clear,Dry,Minor,Bus,40,40.797705,-74.049254,0
A00523,2024-06-09,13,Afternoon,Clear,Dry,Moderate,Car,80,34.07846,-118.30059,0
A00524,2024-04-18,21,Night,Snow,Icy,Moderate,Car,60,34.028743,-118.315107,0
A00525,2023-09-18,0,Night,Rain,Icy,Severe,Truck,80,41.859325,-87.570682,0
A00526,2023-03-16,1,Night,Fog,Dry,Moderate,Bike,100,34.033365,-118.254016,1
A00527,2023-03-07,17,Evening,Storm,Under Construction,Severe,Car,60,40.757448,-73.914519,1
A00528,2023-02-02,9,Morning,Rain,Wet,Minor,Truck,40,33.960396,-118.282925,2
A00529,2024-10-18,23,Night,Storm,Wet,Severe,Bus,50,41.951579,-87.615029,0
A00530,2024-01-27,14,Afternoon,Snow,Dry,Fatal,Bus,30,34.085372,-118.279912,0
A00531,2024-11-30,21,Night,Snow,Dry,Minor,Truck,100,41.855445,-87.585064,2
A00532,2023-12-23,3,Night,Rain,Wet,Minor,Bus,80,40.758698,-74.044293,0
A00533,2023-05-11,23,Night,Rain,Dry,Moderate,Car,30,40.672389,-73.970504,0
A00534,2023-11-02,14,Afternoon,Clear,Wet,Severe,Bus,80,41.863792,-87.735543,2
A00535,2024-01-24,7,Morning,Clear,Dry,Minor,Bus,50,40.716594,-74.019635,1
A00536,2023-06-08,8,Morning,Clear,Dry,Moderate,Car,30,40.722036,-73.959104,1
A00537,2024-11-07,13,Afternoon,Clear,Dry,Moderate,Car,40,41.909519,-87.641775,1
A00538,2023-07-31,2,Night,Fog,Dry,Moderate,Car,60,40.742962,-73.991092,4
A00539,2024-09-04,21,Night,Clear,Dry,Minor,Car,40,41.937437,-87.557983,1
A00540,2023-02-15,12,Afternoon,Fog,Dry,Moderate,Truck,80,33.9537,-118.208264,0
A00541,2023-08-11,1,Night,Clear,Icy,Fatal,Bike,40,40.674791,-73.991643,1
A00542,2024-08-12,10,Morning,Fog,Dry,Minor,Bike,40,41.832286,-87.562028,0
A00543,2023-11-06,4,Night,Clear,Dry,Severe,Truck,60,41.88208,-87.602097,1
A00544,2023-11-04,8,Morning,Rain,Dry,Moderate,Truck,100,40.643355,-74.035755,0
A00545,2024-11-26,13,Afternoon,Clear,Dry,Minor,Bus,30,41.876524,-87.616063,3
A00546,2023-12-19,20,Evening,Snow,Dry,Moderate,Bus,80,41.96192,-87.677075,1
A00547,2023-11-23,22,Night,Clear,Wet,Minor,Bus,40,34.138802,-118.208556,3
A00548,2023-11-04,12,Afternoon,Fog,Wet,Minor,Bus,40,40.817102,-74.056738,1
A00549,2023-08-19,9,Morning,Clear,Under Construction,Minor,Truck,60,42.005834,-87.66191,1
A00550,2023-03-01,17,Evening,Clear,Dry,Moderate,Bus,80,33.974752,-118.230801,2
A00551,2024-06-26,4,Night,Rain,Wet,Minor,Truck,50,34.097889,-118.320986,4
A00552,2023-07-28,10,Morning,Rain,Dry,Minor,Car,60,41.903239,-87.539982,2
A00553,2024-01-15,2,Night,Clear,Dry,Moderate,Truck,30,41.826782,-87.5683,1
A00554,2023-10-02,12,Afternoon,Fog,Dry,Minor,Car,30,41.889001,-87.678741,2
A00555,2023-07-12,18,Evening,Clear,Dry,Minor,Truck,60,41.774852,-87.6641,1
A00556,2023-08-02,10,Morning,Snow,Dry,Moderate,Car,40,34.016749,-118.146037,1
A00557,2023-07-14,23,Night,Snow,Under Construction,Severe,Bus,40,40.835029,-74.033114,1
A00558,2024-12-13,19,Evening,Clear,Dry,Minor,Truck,60,41.903398,-87.666214,0
A00559,2023-09-03,17,Evening,Clear,Wet,Moderate,Bike,60,34.062829,-118.192351,1
A00560,2024-04-22,17,Evening,Rain,Dry,Moderate,Bike,50,41.867885,-87.589604,0
A00561,2023-09-25,11,Morning,Clear,Dry,Minor,Bus,60,41.840284,-87.621172,4
A00562,2023-04-11,23,Night,Rain,Wet,Severe,Bike,40,34.016864,-118.198768,1
A00563,2024-01-15,10,Morning,Snow,Under Construction,Moderate,Car,80,34.073999,-118.370312,3
A00564,2023-08-15,23,Night,Snow,Under Construction,Minor,Car,50,40.683305,-73.963786,0
A00565,2024-07-20,18,Evening,Clear,Wet,Minor,Bus,50,41.884682,-87.659278,2
A00566,2023-06-06,6,Morning,Clear,Dry,Severe,Truck,60,34.068492,-118.183283,1
A00567,2024-08-06,7,Morning,Rain,Icy,Severe,Bike,50,34.075527,-118.176389,2
A00568,2024-05-15,23,Night,Rain,Dry,Moderate,Bus,60,41.813685,-87.615164,0
A00569,2023-06-22,23,Night,Rain,Wet,Moderate,Truck,40,34.08697,-118.30075,0
A00570,2024-07-13,15,Afternoon,Clear,Dry,Minor,Car,80,40.688918,-74.068757,0
A00571,2023-02-04,2,Night,Clear,Dry,Moderate,Car,30,41.932538,-87.648615,0
A00572,2024-02-27,4,Night,Rain,Dry,Minor,Truck,30,41.962886,-87.534936,3
A00573,2024-12-25,4,Night,Clear,Dry,Minor,Truck,80,40.817984,-73.97618,0
A00574,2024-04-11,11,Morning,Storm,Icy,Moderate,Bus,100,40.63092,-74.00002,2
